Bilineal Timer,Bilineal Timer Mean,Bilineal Timer Std,Splines Timer,Splines Timer Mean,Splines Timer Std,bloques,ecm,k,kNN Timer,kNN Timer Mean,kNN Timer Std,method,name
,,,"248517.0, 250910.0, 253891.0, 251039.0, 246022.0, 245418.0, 240826.0, 257414.0, 242144.0, 268284.0",250446.5,7676.089111650542,3,33405.41352505394,1023,,,,splines,pattern2
,,,"137758.0, 135864.0, 138085.0, 136860.0, 133532.0, 140013.0, 133753.0, 138331.0, 133597.0, 140728.0",136852.1,2484.779605920815,12,17186.37069565294,127,,,,splines,pattern2
,,,"244408.0, 245056.0, 249262.0, 242627.0, 243093.0, 246931.0, 246378.0, 243267.0, 246579.0, 245854.0",245345.5,1960.7603244659965,16,17194.33376540259,127,,,,splines,pattern2
,,,"301229.0, 300753.0, 286497.0, 302150.0, 282399.0, 301984.0, 292459.0, 287532.0, 295258.0, 298218.0",294847.9,6894.206733917979,17,33405.41352505394,127,,,,splines,pattern2
,,,"97656.0, 93368.0, 93862.0, 93165.0, 94223.0, 94066.0, 93334.0, 95889.0, 97658.0, 98149.0",95137.0,1903.0361530985165,4,16431.336165602093,127,,,,splines,pattern2
,,,"125901.0, 123678.0, 121130.0, 120155.0, 122233.0, 123036.0, 121480.0, 121849.0, 131254.0, 128563.0",123927.9,3393.4745748274,8,16954.349236530765,127,,,,splines,pattern2
,,,"144584.0, 146913.0, 145224.0, 147432.0, 154485.0, 152513.0, 146236.0, 146690.0, 146489.0, 146079.0",147664.5,3049.219154144221,12,7564.406813212935,15,,,,splines,pattern2
,,,"631999.0, 601029.0, 617028.0, 627608.0, 617210.0, 669211.0, 613168.0, 620004.0, 623797.0, 614796.0",623585.0,17203.920268357444,129,33405.41352505394,15,,,,splines,pattern2
,,,"150275.0, 152638.0, 152917.0, 149120.0, 151289.0, 162338.0, 182507.0, 149858.0, 157882.0, 161812.0",157063.6,9641.762050579759,16,7583.409210792394,15,,,,splines,pattern2
,,,"194288.0, 193586.0, 198013.0, 200713.0, 194632.0, 197255.0, 194009.0, 192997.0, 197477.0, 199585.0",196255.5,2565.781917856621,4,7577.92074268275,15,,,,splines,pattern2
,,,"162197.0, 169586.0, 164789.0, 163776.0, 169790.0, 162386.0, 164820.0, 164622.0, 163547.0, 165805.0",165131.8,2509.3585554878364,8,7556.464989885435,15,,,,splines,pattern2
,,,"151673720.0, 151402938.0, 152538784.0, 157188578.0, 154819197.0, 157253553.0, 156725598.0, 160222635.0, 220672448.0, 207842413.0",167033986.4,23931648.49817466,1025,33405.41352505394,1,,,,splines,pattern2
,,,"950708.0, 943361.0, 951470.0, 939036.0, 932448.0, 943072.0, 936683.0, 945363.0, 945668.0, 931026.0",941883.5,6647.293468021402,12,464.6718238681822,1,,,,splines,pattern2
,,,"872776.0, 865488.0, 869663.0, 867998.0, 881925.0, 879609.0, 874342.0, 895009.0, 883707.0, 880210.0",877072.7,8384.047591110157,16,463.4202711937235,1,,,,splines,pattern2
,,,"1701204.0, 1703098.0, 1707564.0, 1696971.0, 1696628.0, 1833683.0, 1703617.0, 1733355.0, 1742898.0, 1741762.0",1726078.0,39836.25478380216,4,478.2738344907978,1,,,,splines,pattern2
,,,"1105714.0, 1114087.0, 1091359.0, 1103984.0, 1106114.0, 1099015.0, 1084393.0, 1086630.0, 1082134.0, 1085267.0",1095869.7,10714.385358479505,8,467.4686115023315,1,,,,splines,pattern2
,,,"85151.0, 83322.0, 85602.0, 83865.0, 83460.0, 84060.0, 83239.0, 84368.0, 84737.0, 84717.0",84252.1,761.6149223853218,4,17558.03800589796,255,,,,splines,pattern2
,,,"271233.0, 285619.0, 236910.0, 251761.0, 330357.0, 286112.0, 234659.0, 295028.0, 296574.0, 208870.0",269712.3,34486.60666418196,8,17881.75479545665,255,,,,splines,pattern2
,,,"266045.0, 269003.0, 299136.0, 281549.0, 260613.0, 273954.0, 267577.0, 271308.0, 283614.0, 280968.0",275376.7,10615.095854960518,9,33405.41352505394,255,,,,splines,pattern2
,,,"110205.0, 110313.0, 110288.0, 108839.0, 109305.0, 108581.0, 118899.0, 108784.0, 109624.0, 110043.0",110488.1,2872.2658459829236,12,15557.878643559774,31,,,,splines,pattern2
,,,"134938.0, 132085.0, 141979.0, 132841.0, 131795.0, 132421.0, 139465.0, 132714.0, 139165.0, 142207.0",135961.0,4049.777055592073,16,15597.773892012698,31,,,,splines,pattern2
,,,"137750.0, 135371.0, 134039.0, 133146.0, 145558.0, 132771.0, 136352.0, 132172.0, 135128.0, 134583.0",135687.0,3657.825228192293,4,14943.754275258605,31,,,,splines,pattern2
,,,"413372.0, 401092.0, 401578.0, 409635.0, 419478.0, 410715.0, 413771.0, 439573.0, 405865.0, 433653.0",414873.2,12165.502404750903,65,33405.41352505394,31,,,,splines,pattern2
,,,"124820.0, 126103.0, 124405.0, 129406.0, 127205.0, 126288.0, 130821.0, 127075.0, 127219.0, 124327.0",126766.9,1997.0988683588002,8,15393.873938196946,31,,,,splines,pattern2
,,,"433810.0, 433467.0, 435482.0, 430609.0, 438763.0, 430811.0, 434369.0, 444081.0, 439178.0, 428243.0",434881.3,4481.315009012422,12,1476.1005397054737,3,,,,splines,pattern2
,,,"467617.0, 466502.0, 466529.0, 460272.0, 473601.0, 476884.0, 472424.0, 482241.0, 477452.0, 443132.0",468665.4,10489.428909144674,16,1481.1737547223336,3,,,,splines,pattern2
,,,"711653.0, 721137.0, 716344.0, 714413.0, 720316.0, 719604.0, 717238.0, 726275.0, 720679.0, 732929.0",720058.8,5747.978180195189,4,1490.338657503178,3,,,,splines,pattern2
,,,"23042431.0, 23222952.0, 23165660.0, 23264498.0, 23425882.0, 23192208.0, 23336417.0, 23707799.0, 25455001.0, 25551721.0",23736456.9,899778.1917457712,513,33405.41352505394,3,,,,splines,pattern2
,,,"499044.0, 502025.0, 535449.0, 528683.0, 514242.0, 481027.0, 489483.0, 486926.0, 492596.0, 499667.0",502914.2,17025.60189126951,8,1478.540233531766,3,,,,splines,pattern2
,,,"162080.0, 150669.0, 148626.0, 144837.0, 154605.0, 142149.0, 141728.0, 144573.0, 139863.0, 139546.0",146867.6,6852.492483760927,4,17221.49954637492,511,,,,splines,pattern2
,,,"257115.0, 258768.0, 259398.0, 255715.0, 257118.0, 256456.0, 261401.0, 265918.0, 257562.0, 264979.0",259443.0,3377.097244676262,5,33405.41352505394,511,,,,splines,pattern2
,,,"88364.0, 85973.0, 85920.0, 85367.0, 84541.0, 92475.0, 85710.0, 85251.0, 86403.0, 87689.0",86769.3,2186.1524672355313,12,17315.155391302545,63,,,,splines,pattern2
,,,"157048.0, 156432.0, 157279.0, 157787.0, 156880.0, 157311.0, 158517.0, 166240.0, 162303.0, 158658.0",158845.5,2926.1616240392464,16,17334.358173981,63,,,,splines,pattern2
,,,"333267.0, 330781.0, 334012.0, 345590.0, 330022.0, 381154.0, 381515.0, 334953.0, 345735.0, 357402.0",347443.1,18765.206049761353,33,33405.41352505394,63,,,,splines,pattern2
,,,"98714.0, 94691.0, 94848.0, 96637.0, 95731.0, 95624.0, 98546.0, 99898.0, 98836.0, 95644.0",96916.9,1801.804176374336,4,16725.45815823691,63,,,,splines,pattern2
,,,"96778.0, 101439.0, 99411.0, 100219.0, 101297.0, 96013.0, 96175.0, 100092.0, 97910.0, 97197.0",98653.1,1978.5819897087913,8,17213.83983902443,63,,,,splines,pattern2
,,,"239642.0, 244347.0, 238714.0, 240579.0, 243291.0, 242582.0, 239582.0, 240455.0, 243230.0, 246087.0",241850.9,2282.9569619246,12,3471.869390751384,7,,,,splines,pattern2
,,,"245775.0, 244748.0, 249430.0, 244772.0, 247671.0, 299010.0, 257115.0, 264159.0, 254618.0, 260180.0",256747.8,15495.890215150597,16,3471.538269688865,7,,,,splines,pattern2
,,,"4150915.0, 3958529.0, 4077859.0, 4216272.0, 4002059.0, 3942608.0, 4059038.0, 3949677.0, 3951974.0, 3934762.0",4024369.3,93418.74509117535,257,33405.41352505394,7,,,,splines,pattern2
,,,"345932.0, 348587.0, 343998.0, 346289.0, 348861.0, 366543.0, 419288.0, 354339.0, 342284.0, 355912.0",357203.3,21768.27012902036,4,3472.503631263426,7,,,,splines,pattern2
,,,"258824.0, 260344.0, 259389.0, 256626.0, 264064.0, 256327.0, 254462.0, 257699.0, 259358.0, 257140.0",258423.3,2509.213305002187,8,3471.1146886636125,7,,,,splines,pattern2
"48148.0, 47977.0, 50582.0, 48577.0, 50029.0, 50468.0, 52939.0, 52879.0, 50649.0, 54899.0",50714.7,2152.806403279217,,,,-1,4.831307204814404,1,,,,bilineal,mountain
"43826.0, 54113.0, 45264.0, 43839.0, 44309.0, 47637.0, 45082.0, 43956.0, 43370.0, 43822.0",45521.8,3093.4188788458637,,,,-1,2551.998793111949,1023,,,,bilineal,mountain
"45443.0, 47317.0, 46037.0, 43061.0, 43442.0, 43602.0, 43157.0, 47653.0, 46082.0, 62826.0",46862.0,5563.121551790865,,,,-1,806.8385249527141,127,,,,bilineal,mountain
"44895.0, 42491.0, 42974.0, 42473.0, 43159.0, 46302.0, 42687.0, 42653.0, 42464.0, 42253.0",43235.1,1247.7162698306054,,,,-1,217.43031573210848,15,,,,bilineal,mountain
"44355.0, 45590.0, 43598.0, 45012.0, 43439.0, 44342.0, 43346.0, 44656.0, 44574.0, 50632.0",44954.4,2008.3255811745264,,,,-1,1289.1040136471004,255,,,,bilineal,mountain
"49811.0, 46590.0, 49636.0, 46127.0, 45947.0, 46032.0, 47746.0, 45115.0, 45609.0, 47982.0",47059.5,1574.7959391616425,,,,-1,32.92189097706484,3,,,,bilineal,mountain
"42697.0, 43473.0, 46873.0, 45676.0, 42650.0, 42778.0, 42811.0, 43085.0, 46044.0, 46478.0",44256.5,1681.24568400933,,,,-1,367.4575294260839,31,,,,bilineal,mountain
"44202.0, 44340.0, 47481.0, 49723.0, 44983.0, 43663.0, 44303.0, 46353.0, 45728.0, 43898.0",45467.4,1822.0463879934562,,,,-1,2217.17318474343,511,,,,bilineal,mountain
"47978.0, 43411.0, 45726.0, 56734.0, 45082.0, 45386.0, 68549.0, 45373.0, 50202.0, 45284.0",49372.5,7351.2678124252825,,,,-1,559.9100493259219,63,,,,bilineal,mountain
"43037.0, 44781.0, 48539.0, 42563.0, 42693.0, 44627.0, 47067.0, 60242.0, 43494.0, 44491.0",46153.4,5036.278908082832,,,,-1,107.21294130789317,7,,,,bilineal,mountain
"50340.0, 51033.0, 50102.0, 51046.0, 53585.0, 50470.0, 53638.0, 53867.0, 50434.0, 51755.0",51627.0,1426.3995933818826,,,,-1,7.494555903545183,1,,,,bilineal,nic-cage
"46460.0, 49865.0, 45340.0, 44191.0, 45846.0, 44438.0, 43585.0, 46393.0, 45157.0, 57296.0",46857.1,3850.6129499081053,,,,-1,4916.831885758412,1023,,,,bilineal,nic-cage
"44331.0, 51547.0, 46073.0, 44381.0, 43912.0, 48239.0, 43738.0, 43497.0, 43733.0, 51589.0",46104.0,3052.930199005539,,,,-1,685.9164400923113,127,,,,bilineal,nic-cage
"44640.0, 45164.0, 52686.0, 46941.0, 45744.0, 48046.0, 49414.0, 48072.0, 48549.0, 49476.0",47873.2,2276.5763681458175,,,,-1,91.29190398916158,15,,,,bilineal,nic-cage
"43586.0, 46884.0, 43924.0, 43579.0, 44147.0, 44367.0, 45223.0, 43996.0, 43534.0, 46492.0",44573.2,1160.4115476846996,,,,-1,1838.2149704137362,255,,,,bilineal,nic-cage
"44954.0, 45377.0, 45481.0, 47241.0, 45572.0, 44926.0, 45471.0, 51499.0, 45694.0, 51590.0",46780.5,2457.582602884387,,,,-1,24.93576887962822,3,,,,bilineal,nic-cage
"43060.0, 49139.0, 43466.0, 44615.0, 42915.0, 44117.0, 43161.0, 43043.0, 47585.0, 43779.0",44488.0,2031.9107263853894,,,,-1,173.18913700716058,31,,,,bilineal,nic-cage
"44925.0, 51105.0, 48305.0, 44186.0, 48847.0, 43934.0, 43998.0, 44029.0, 44655.0, 51556.0",46554.0,2927.3858987157805,,,,-1,3922.566899636314,511,,,,bilineal,nic-cage
"43246.0, 43057.0, 48036.0, 52564.0, 42648.0, 43246.0, 43363.0, 45468.0, 42813.0, 51910.0",45635.1,3650.861800999868,,,,-1,346.6398240663529,63,,,,bilineal,nic-cage
"42998.0, 46470.0, 42093.0, 43900.0, 41828.0, 41669.0, 44902.0, 41847.0, 42175.0, 43442.0",43132.4,1498.879661613967,,,,-1,52.55596380622051,7,,,,bilineal,nic-cage
"51133.0, 48823.0, 52093.0, 48782.0, 50998.0, 48728.0, 49125.0, 49826.0, 52628.0, 56760.0",50889.6,2379.7727286444815,,,,-1,42.25871301955197,1,,,,bilineal,pattern1
"44693.0, 45617.0, 45754.0, 44562.0, 45078.0, 46197.0, 45834.0, 44575.0, 44744.0, 44096.0",45115.0,655.8104909194424,,,,-1,7610.21367920787,1023,,,,bilineal,pattern1
"48254.0, 43278.0, 42549.0, 42355.0, 42218.0, 43052.0, 44417.0, 41956.0, 42402.0, 48821.0",43930.2,2400.0459078942636,,,,-1,5061.256765373293,127,,,,bilineal,pattern1
"43960.0, 50241.0, 46707.0, 47752.0, 43371.0, 43495.0, 44589.0, 45730.0, 43438.0, 49923.0",45920.6,2507.1547698536683,,,,-1,683.4376320889786,15,,,,bilineal,pattern1
"44101.0, 44839.0, 44703.0, 46116.0, 44310.0, 45567.0, 43751.0, 43707.0, 43953.0, 46147.0",44719.4,884.4026458576433,,,,-1,6451.102897507884,255,,,,bilineal,pattern1
"54385.0, 45212.0, 52338.0, 51938.0, 82463.0, 63501.0, 45762.0, 51023.0, 45084.0, 58765.0",55047.1,10736.693610697848,,,,-1,135.18311495257362,3,,,,bilineal,pattern1
"42607.0, 43728.0, 43182.0, 47841.0, 43938.0, 48004.0, 46193.0, 45806.0, 42623.0, 42346.0",44626.8,2055.398880996095,,,,-1,1752.3010796253145,31,,,,bilineal,pattern1
"44292.0, 43766.0, 44474.0, 46535.0, 45828.0, 45001.0, 44473.0, 47961.0, 45285.0, 44346.0",45196.1,1204.6636418519488,,,,-1,6315.959848999655,511,,,,bilineal,pattern1
"43852.0, 43940.0, 43647.0, 43450.0, 43599.0, 44895.0, 46432.0, 44506.0, 44969.0, 44190.0",44348.0,857.2700857956027,,,,-1,3518.898554473477,63,,,,bilineal,pattern1
"42640.0, 43241.0, 51463.0, 43519.0, 45119.0, 46213.0, 44907.0, 43011.0, 42609.0, 45414.0",44813.6,2522.2715634919255,,,,-1,301.150569943176,7,,,,bilineal,pattern1
"73871.0, 61444.0, 55902.0, 59381.0, 53836.0, 58861.0, 51931.0, 51344.0, 51446.0, 51737.0",56975.3,6640.435528638163,,,,-1,470.1968825750566,1,,,,bilineal,pattern2
"44265.0, 46250.0, 48451.0, 46054.0, 45254.0, 44485.0, 44802.0, 44307.0, 44621.0, 44423.0",45291.2,1249.0328898792056,,,,-1,15020.26890332772,1023,,,,bilineal,pattern2
"43646.0, 44028.0, 49552.0, 45062.0, 43772.0, 43747.0, 43975.0, 52638.0, 43761.0, 45218.0",45539.9,2909.2616743771946,,,,-1,14561.380747098718,127,,,,bilineal,pattern2
"43486.0, 42571.0, 42805.0, 42761.0, 43346.0, 43052.0, 43188.0, 47017.0, 46819.0, 42491.0",43753.6,1611.6497262122439,,,,-1,7040.327251732267,15,,,,bilineal,pattern2
"46712.0, 54073.0, 59249.0, 44842.0, 45139.0, 49803.0, 46646.0, 48457.0, 43318.0, 51690.0",48992.9,4628.285350969622,,,,-1,15513.737526262976,255,,,,bilineal,pattern2
"45718.0, 45474.0, 45228.0, 46883.0, 47008.0, 45215.0, 46044.0, 46900.0, 46901.0, 45800.0",46117.1,699.3407538532272,,,,-1,1426.8079556955136,3,,,,bilineal,pattern2
"47070.0, 42906.0, 42879.0, 44428.0, 43047.0, 43163.0, 43828.0, 47511.0, 43757.0, 42825.0",44141.4,1651.2655268005808,,,,-1,12830.86045854124,31,,,,bilineal,pattern2
"45802.0, 47001.0, 45305.0, 44489.0, 46742.0, 54083.0, 44826.0, 43898.0, 44251.0, 52171.0",46856.8,3305.883597466795,,,,-1,14780.720782507435,511,,,,bilineal,pattern2
"42641.0, 43698.0, 43045.0, 47668.0, 44946.0, 44298.0, 43323.0, 45800.0, 44895.0, 51607.0",45192.1,2558.179682899542,,,,-1,14617.978888867452,63,,,,bilineal,pattern2
"44884.0, 48838.0, 43058.0, 44087.0, 44603.0, 43218.0, 42645.0, 42787.0, 43271.0, 44851.0",44224.2,1735.4580259977479,,,,-1,3298.788083129744,7,,,,bilineal,pattern2
,,,,,,-1,29.122799608708174,1,"175955.0, 162218.0, 162378.0, 162994.0, 168203.0, 192339.0, 186304.0, 162681.0, 162216.0, 168540.0",170382.8,10421.63937967535,knn,mountain
,,,,,,-1,3080.9709196429785,1023,"212137.0, 210038.0, 211875.0, 207004.0, 207567.0, 208706.0, 215430.0, 212553.0, 210306.0, 214337.0",210995.3,2639.194424440913,knn,mountain
,,,,,,-1,1185.2341308036084,127,"212318.0, 211149.0, 210016.0, 211743.0, 208697.0, 214113.0, 221430.0, 233163.0, 219625.0, 226318.0",216857.2,7643.438412128406,knn,mountain
,,,,,,-1,326.9654866221688,15,"240177.0, 244847.0, 272134.0, 240336.0, 246513.0, 263452.0, 239134.0, 245104.0, 262642.0, 273897.0",252823.6,13010.255333389887,knn,mountain
,,,,,,-1,1879.4546938227197,255,"221266.0, 220004.0, 225638.0, 228106.0, 219005.0, 244000.0, 261977.0, 327831.0, 253991.0, 210500.0",241231.8,32868.563910825185,knn,mountain
,,,,,,-1,68.40561323227581,3,"244102.0, 223560.0, 224027.0, 222049.0, 256092.0, 229970.0, 273063.0, 226275.0, 242114.0, 217324.0",235857.6,16889.764019665876,knn,mountain
,,,,,,-1,545.0521400885718,31,"225888.0, 228326.0, 232344.0, 227402.0, 228359.0, 223451.0, 229558.0, 224901.0, 233588.0, 233560.0",228737.7,3366.6829090367273,knn,mountain
,,,,,,-1,3141.5052835591455,511,"210927.0, 210951.0, 211306.0, 222114.0, 210561.0, 212031.0, 209511.0, 221452.0, 210797.0, 211464.0",213111.4,4381.961597275814,knn,mountain
,,,,,,-1,836.0380945031216,63,"239545.0, 225722.0, 217318.0, 217520.0, 219548.0, 216094.0, 216351.0, 227015.0, 218042.0, 226678.0",222383.3,7054.832798160421,knn,mountain
,,,,,,-1,165.3579462752605,7,"253975.0, 257627.0, 240575.0, 263100.0, 317324.0, 262334.0, 308194.0, 246587.0, 263956.0, 269481.0",268315.3,23742.426733802928,knn,mountain
,,,,,,-1,20.4452816679493,1,"166277.0, 170732.0, 167869.0, 164673.0, 167265.0, 165014.0, 176725.0, 167491.0, 166336.0, 168704.0",168108.6,3324.249425058234,knn,nic-cage
,,,,,,-1,7135.463146564609,1023,"223138.0, 231015.0, 246158.0, 210620.0, 211302.0, 212826.0, 209535.0, 216022.0, 223501.0, 218961.0",220307.8,10808.57962731459,knn,nic-cage
,,,,,,-1,1219.9998423209217,127,"209100.0, 224783.0, 213631.0, 210458.0, 223502.0, 208664.0, 220888.0, 213899.0, 214169.0, 224347.0",216344.1,6093.616175145921,knn,nic-cage
,,,,,,-1,154.8021046584164,15,"237827.0, 241379.0, 230444.0, 233616.0, 236876.0, 251174.0, 237536.0, 238453.0, 235679.0, 253410.0",239639.4,6920.817411260031,knn,nic-cage
,,,,,,-1,2892.360699942669,255,"210064.0, 223509.0, 213132.0, 213101.0, 215820.0, 226514.0, 238016.0, 211604.0, 213316.0, 224994.0",219007.0,8488.414881472276,knn,nic-cage
,,,,,,-1,43.97533894451721,3,"245068.0, 236523.0, 251428.0, 224643.0, 216281.0, 287271.0, 229814.0, 220411.0, 221802.0, 303448.0",243668.9,28126.57167324166,knn,nic-cage
,,,,,,-1,293.17190211225653,31,"229211.0, 236261.0, 221488.0, 221909.0, 243505.0, 225582.0, 224598.0, 220406.0, 230968.0, 231416.0",228534.4,6945.0234153672955,knn,nic-cage
,,,,,,-1,4561.63007416395,511,"221635.0, 210850.0, 208548.0, 220070.0, 258019.0, 216837.0, 208513.0, 214620.0, 210973.0, 225084.0",219514.9,13924.34556056406,knn,nic-cage
,,,,,,-1,581.0963395349801,63,"220327.0, 223231.0, 218879.0, 221953.0, 219790.0, 217046.0, 220053.0, 223996.0, 223632.0, 219569.0",220847.6,2157.5705874895493,knn,nic-cage
,,,,,,-1,83.75790926116872,7,"240716.0, 254349.0, 239476.0, 237202.0, 239138.0, 246991.0, 242641.0, 238263.0, 240583.0, 292469.0",247182.8,15847.803329168368,knn,nic-cage
,,,,,,-1,66.34886829533434,1,"192065.0, 245543.0, 178697.0, 179362.0, 169493.0, 184008.0, 186784.0, 175792.0, 187578.0, 180151.0",187947.3,20148.444287587066,knn,pattern1
,,,,,,-1,8492.016608465938,1023,"208797.0, 217247.0, 214162.0, 228428.0, 211685.0, 207469.0, 213851.0, 212521.0, 245115.0, 230988.0",219026.3,11402.319615323893,knn,pattern1
,,,,,,-1,7007.7700386409015,127,"206216.0, 207967.0, 214395.0, 217695.0, 215276.0, 205391.0, 206902.0, 213360.0, 230277.0, 217861.0",213534.0,7176.402622484332,knn,pattern1
,,,,,,-1,1098.0368111573907,15,"243903.0, 240813.0, 238503.0, 237000.0, 239810.0, 240040.0, 240350.0, 229634.0, 235738.0, 241507.0",238729.8,3728.9563633810467,knn,pattern1
,,,,,,-1,8292.194242284146,255,"212842.0, 213124.0, 222298.0, 210866.0, 214263.0, 215500.0, 215300.0, 220138.0, 215902.0, 218817.0",215905.0,3361.5793312072824,knn,pattern1
,,,,,,-1,247.7808996806165,3,"223819.0, 239273.0, 210390.0, 239487.0, 209673.0, 236291.0, 214207.0, 215670.0, 258904.0, 264639.0",231235.3,18778.50311952473,knn,pattern1
,,,,,,-1,2378.1360820464743,31,"226463.0, 238322.0, 221131.0, 225738.0, 222522.0, 242677.0, 221993.0, 222568.0, 222441.0, 229397.0",227325.2,7074.742988971401,knn,pattern1
,,,,,,-1,7424.459616411105,511,"240963.0, 237553.0, 249300.0, 210782.0, 218217.0, 220075.0, 272179.0, 226018.0, 239350.0, 213522.0",232795.9,17978.04827254616,knn,pattern1
,,,,,,-1,4760.896052806771,63,"226421.0, 216576.0, 216698.0, 217360.0, 222115.0, 216623.0, 222135.0, 215762.0, 216319.0, 240104.0",221011.3,7188.2914805953715,knn,pattern1
,,,,,,-1,465.4100480158994,7,"237378.0, 246591.0, 237241.0, 238419.0, 231300.0, 253002.0, 238916.0, 243558.0, 248486.0, 288455.0",246334.6,15289.31614036416,knn,pattern1
,,,,,,-1,1085.1016670394276,1,"180595.0, 178593.0, 180330.0, 198343.0, 180200.0, 172428.0, 163470.0, 175756.0, 173310.0, 170712.0",177373.7,8657.854064951662,knn,pattern2
,,,,,,-1,21369.56116864492,1023,"209958.0, 220984.0, 209589.0, 214378.0, 229799.0, 222640.0, 224151.0, 225010.0, 242207.0, 213241.0",221195.7,9548.113280119795,knn,pattern2
,,,,,,-1,20329.896452959114,127,"212161.0, 216234.0, 234040.0, 217404.0, 212485.0, 216726.0, 222484.0, 212447.0, 224806.0, 216070.0",218485.7,6523.169092550032,knn,pattern2
,,,,,,-1,10404.79851686392,15,"262383.0, 243129.0, 230994.0, 240602.0, 258017.0, 240084.0, 242471.0, 233716.0, 244784.0, 240646.0",243682.6,9220.423831907077,knn,pattern2
,,,,,,-1,20681.614686400848,255,"210919.0, 208622.0, 213591.0, 216479.0, 213731.0, 208707.0, 227662.0, 217819.0, 207728.0, 213695.0",213895.3,5597.970793957396,knn,pattern2
,,,,,,-1,2587.006714461053,3,"231057.0, 273332.0, 242202.0, 405127.0, 443214.0, 490280.0, 417550.0, 235492.0, 246198.0, 262952.0",324740.4,96280.3005564482,knn,pattern2
,,,,,,-1,17218.286453342593,31,"231970.0, 230490.0, 227114.0, 232285.0, 237828.0, 235596.0, 232424.0, 232340.0, 239070.0, 246984.0",234610.1,5289.672323499822,knn,pattern2
,,,,,,-1,20426.825801060928,511,"210361.0, 209723.0, 212983.0, 216644.0, 222717.0, 229705.0, 214774.0, 248609.0, 224302.0, 214127.0",220394.5,11215.285000837028,knn,pattern2
,,,,,,-1,20887.002876571343,63,"220811.0, 221813.0, 216642.0, 225818.0, 214203.0, 220587.0, 226177.0, 220547.0, 222205.0, 227677.0",221648.0,3976.350185785955,knn,pattern2
,,,,,,-1,5428.027133901693,7,"252642.0, 244075.0, 245131.0, 275828.0, 265220.0, 405305.0, 370831.0, 310757.0, 267300.0, 551098.0",318818.7,93260.32086375213,knn,pattern2
